34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
34.78238,32.08808
